Nom,Cognoms,DNI,País d'origen,Ciutat,Dia de Naixement,Mes de Naixement,Any de Naixement,Gènere,Salari mensual,Grup Professional,Càrrec,Nombre_fills,Te_cotxe,Km_anuals,Consum_mitja_L_100km,Temperatura_mitjana_ciutat,Cost_vida_index,Transport_public_score,Clima_tipus,cost_vida_categoria,transport_categoria,franja_edat,te_fills,increment_percent,salari_ajustat,index_dependencia_familiar,ratio_salari_cost_vida,etapa_vital,Edat
Camille,Durand Martin,99853245A,França,Paris,16.0,3.0,1973.0,Dona,1840.0,Grup B,Analista senior,0.0,True,22384.0,0.5,11.6,85.0,9.0,Oceànic,high,high,45-59,False,7.0,1968.8,1840.0,23.16,1,53.0
Adrià,Ferrer,33513701S,Espanya,Tarragona,10.0,5.0,1987.0,Home,1538.0,Grup B,Responsable de vendes,0.0,False,,,13.4,67.0,6.9,Mediterrani,low,low,30-44,False,5.0,1614.9,1538.0,24.1,1,39.0
Hugo,Pujol,83715012G,Espanya,Màlaga,9.0,4.0,1961.0,Dona,1974.0,Grup B,Cap de projecte,0.0,False,,,19.1,68.5,7.209797297297297,,medium,medium,60+,False,6.0,2092.44,1974.0,30.55,1,65.0
Ida,Karlsen Eriksen,55283701C,Noruega,Oslo,2.0,9.0,1992.0,Dona,1614.0,Grup B,Analista,3.0,,,,10.6,90.0,9.2,Fred,high,high,30-44,True,7.5,1735.05,403.5,19.28,2,34.0
Laia,Vidal Pérez,65767881M,Espanya,Palma,24.0,6.0,1976.0,Dona,1923.0,Grup B,Analista senior,2.0,False,,,19.5,73.0,7.2,Mediterrani,medium,medium,45-59,True,8.0,2076.84,641.0,28.45,1,50.0
Pau,Pérez,63339667V,Espanya,Palma,22.0,12.0,2001.0,Dona,1090.0,Grup B,Administratiu/va,0.0,,,,17.26734693877551,73.0,7.2,Mediterrani,medium,medium,18-29,False,4.5,1139.05,1090.0,15.6,0,25.0
Claudia,,97874085C,Espanya,A Coruña,4.0,12.0,1964.0,Dona,1714.0,Grup B,Analista senior,0.0,False,,,16.2,69.0,7.1,Oceànic,medium,medium,60+,False,6.0,1816.84,1714.0,26.33,1,62.0
Francesca,Ferrari,60015814G,Itàlia,Venezia,24.0,12.0,1964.0,Home,1773.0,Grup B,Analista,3.0,False,,,11.5,79.0,7.0,Mediterrani,high,low,60+,True,9.0,1932.57,443.25,24.46,2,62.0
Marina,Vidal,24524825B,Espanya,Màlaga,28.0,4.0,1988.0,Dona,1647.0,Grup B,Administratiu/va,0.0,,,,19.0,68.5,7.209797297297297,,medium,medium,30-44,False,5.5,1737.58,1647.0,25.37,1,38.0
Pau,Ribera Gómez,46521025Z,Espanya,A Coruña,3.0,11.0,1961.0,Home,1799.0,Grup B,Tècnic IT,0.0,True,50000.0,11.0,15.5,69.0,7.1,Oceànic,medium,medium,60+,False,6.0,1906.94,1799.0,27.64,1,65.0
Carlos,,26104026T,Espanya,Barcelona,11.0,5.0,1974.0,Home,1413.0,Grup B,Analista,,,,,18.6,78.0,8.5,Mediterrani,high,high,45-59,False,7.0,1511.91,,19.38,1,52.0
Riccardo,Barbieri,93821894X,Itàlia,Venezia,21.0,11.0,1994.0,Dona,1597.0,Grup B,Administratiu/va,0.0,True,65950.0,,13.8,79.0,7.0,Mediterrani,high,low,30-44,False,7.0,1708.79,1597.0,21.63,1,32.0
Núria,Navarro,47969333N,Espanya,Girona,30.0,6.0,1981.0,Home,2125.0,Grup B,Tècnic IT,,True,54533.330960854095,25.0,13.0,66.0,6.8,Mediterrani,low,low,45-59,False,6.0,2252.5,,34.13,1,45.0
Jon,Johnsen Pettersen,42352710Z,Noruega,Trondheim,4.0,12.0,1978.0,Dona,1681.0,Grup B,Tècnic IT,0.0,False,,,7.0,87.95454545454545,9.036363636363637,,high,high,45-59,False,7.0,1798.67,1681.0,20.45,1,48.0
Marta,Ruiz Puig,29602406G,Espanya,Madrid,11.0,11.0,2003.0,Dona,1664.0,Grup B,Analista,0.0,True,80000.0,25.0,13.9,75.0,8.0,Continental,high,high,18-29,False,5.0,1747.2,1664.0,23.3,0,23.0
Carmen,,24879094S,Espanya,Bilbao,3.0,8.0,1997.0,Home,1702.0,Grup B,Analista,1.0,True,29300.0,25.0,16.3,72.0,7.8,Oceànic,medium,high,18-29,True,5.5,1795.61,851.0,24.94,1,29.0
Laura,Hoffmann Bauer,61894582X,Alemanya,Berlin,15.0,12.0,1983.0,Dona,1798.0,Grup B,Analista,0.0,True,113964.0,7.0,11.1,76.0,8.5,Continental,high,high,30-44,False,6.0,1905.88,1798.0,25.08,1,43.0
Élise,Michel Garcia,57319709L,França,Nice,28.0,12.0,1960.0,Dona,1394.0,Grup B,Tècnic IT,2.0,True,39561.0,,16.5,74.36363636363636,7.615909090909091,,high,high,60+,True,8.0,1505.52,464.67,20.25,1,66.0
Claudia,Roca Vidal,91220369X,Espanya,Madrid,24.0,10.0,2000.0,Dona,1058.0,Grup B,Analista,0.0,,,,15.3,75.0,8.0,Continental,high,high,18-29,False,5.0,1110.9,1058.0,14.81,0,26.0
,Romero,36770527D,Espanya,Alacant,21.0,8.0,1988.0,Dona,1263.0,Grup B,Administratiu/va,0.0,True,29386.0,0.5,20.9,68.0,7.0,Mediterrani,low,low,30-44,False,5.0,1326.15,1263.0,19.5,1,38.0
Xavier,,54968591D,Espanya,Murcia,4.0,10.0,1994.0,Dona,1890.0,Grup B,Responsable de vendes,0.0,True,20000.0,7.6,17.6,60.0,6.5,Mediterrani,low,low,30-44,False,5.0,1984.5,1890.0,33.08,1,32.0
Alba,Moreno Ribera,65507111D,Espanya,Valladolid,8.0,9.0,2000.0,Dona,1700.0,Grup B,Cap de projecte,0.0,,,,8.6,64.0,6.7,Continental,low,low,18-29,False,4.0,1768.0,1700.0,27.62,0,26.0
Francesca,Lombardi,91197624L,Itàlia,Firenze,22.0,7.0,1975.0,Dona,1392.0,Grup B,Analista,0.0,False,,,14.386666666666667,77.0,7.1,Continental,high,medium,45-59,False,7.5,1496.4,1392.0,19.43,1,51.0
Pau,,21716836M,Espanya,Madrid,5.0,2.0,1975.0,Home,1957.0,Grup B,Tècnic IT,3.0,,,,18.0,75.0,8.0,Continental,high,high,45-59,True,8.5,2123.34,489.25,28.31,2,51.0
Jordi,,79941466M,Espanya,Zaragoza,19.0,4.0,1993.0,Dona,1549.0,Grup B,Tècnic IT,4.0,False,,,17.0,68.0,7.0,Continental,low,low,30-44,True,6.5,1649.68,309.8,24.26,2,33.0
Katharina,Braun Fischer,93240786N,Alemanya,Leipzig,11.0,7.0,1958.0,Prefereix no contestar,1800.0,Grup B,Administratiu/va,1.0,True,76180.0,,9.1,70.0,7.2,Continental,medium,medium,60+,True,7.5,1935.0,900.0,27.64,1,68.0
,Ruiz Hernández,85678734Y,Espanya,A Coruña,4.0,6.0,1983.0,Home,1825.0,Grup B,Analista,0.0,False,,,10.0,69.0,7.1,Oceànic,medium,medium,30-44,False,5.5,1925.38,1825.0,27.9,1,43.0
Claudia,Ribera,98032908G,Espanya,Murcia,9.0,1.0,1984.0,Dona,1567.0,Grup B,Analista,0.0,,,,22.1,60.0,6.5,Mediterrani,low,low,30-44,False,5.0,1645.35,1567.0,27.42,1,42.0
Jordi,,44795538M,Espanya,Madrid,17.0,9.0,1980.0,Dona,1324.0,Grup B,Administratiu/va,4.0,True,19232.0,6.7,18.4,75.0,8.0,Continental,high,high,45-59,True,8.5,1436.54,264.8,19.15,2,46.0
,Hernández,40655922Q,Espanya,Màlaga,4.0,12.0,2001.0,Dona,1268.0,Grup B,Analista,2.0,True,,,18.8,68.5,7.209797297297297,,medium,medium,18-29,True,6.0,1344.08,422.67,19.62,1,25.0
Max,Zimmermann Weber,62741214E,Alemanya,München,30.0,6.0,1974.0,Dona,1343.0,Grup B,Administratiu/va,1.0,True,65950.0,,9.375,82.0,8.0,Continental,high,high,45-59,True,8.5,1457.16,671.5,17.77,1,52.0
Julien,Dubois Moreau,38859601X,França,Bordeaux,2.0,10.0,2002.0,Dona,1644.0,Grup B,Analista,0.0,True,20000.0,7.1,9.0,73.0,7.2,Oceànic,medium,medium,18-29,False,4.5,1717.98,1644.0,23.53,0,24.0
Noa,Casals,74382155V,Espanya,Sevilla,12.0,12.0,1982.0,Home,1967.0,Grup B,Responsable de vendes,1.0,True,3920.0,,19.2,65.0,7.0,Mediterrani,low,low,30-44,True,6.5,2094.86,983.5,32.23,1,44.0
Oriol,Ribera Gil,40277201M,Espanya,Zaragoza,21.0,10.0,1988.0,Dona,1479.0,Grup B,Responsable de vendes,0.0,False,,,14.3,68.0,7.0,Continental,low,low,30-44,False,5.0,1552.95,1479.0,22.84,1,38.0
Alba,Ramos Gil,41627336S,Espanya,Zaragoza,29.0,10.0,1988.0,Dona,1486.0,Grup B,Cap de projecte,0.0,False,,,-10.0,68.0,7.0,Continental,low,low,30-44,False,5.0,1560.3,1486.0,22.95,1,38.0
Adrià,Fernández,18994192W,Espanya,Valladolid,11.0,5.0,1996.0,Dona,1849.0,Grup B,Tècnic IT,0.0,,,,13.8,64.0,6.7,Continental,low,low,30-44,False,5.0,1941.45,1849.0,30.34,1,30.0
,,60529679B,Espanya,A Coruña,29.0,7.0,1975.0,Dona,1654.0,Grup B,Responsable de vendes,0.0,,,,-5.0,69.0,7.1,Oceànic,medium,medium,45-59,False,6.5,1761.51,1654.0,25.53,1,51.0
Liv,Hagen,24710878J,Noruega,Tromsø,11.0,6.0,1959.0,Dona,2158.0,Grup B,Cap de projecte,1.0,,,,5.0,87.95454545454545,9.036363636363637,,high,high,60+,True,8.0,2330.64,1079.0,26.5,1,67.0
Joana,Soler,79834723P,Espanya,Sevilla,22.0,2.0,2000.0,Home,1430.0,Grup B,Analista,1.0,False,,,19.7,65.0,7.0,Mediterrani,low,low,18-29,True,5.5,1508.65,715.0,23.21,1,26.0
Marta,Serra Gómez,74513622X,Espanya,Sevilla,23.0,4.0,1989.0,Dona,1457.0,Grup B,Analista senior,0.0,,,,21.2,65.0,7.0,Mediterrani,low,low,30-44,False,5.0,1529.85,1457.0,23.54,1,37.0
Carmen,Gil,69618021H,Espanya,Las Palmas de Gran Canaria,15.0,2.0,1973.0,Dona,1727.0,Grup B,Responsable de vendes,0.0,False,,,23.2,62.0,6.8,Subtropical,low,low,45-59,False,6.0,1830.62,1727.0,29.53,1,53.0
Marta,Domènech,24270328R,Espanya,Màlaga,12.0,9.0,1993.0,Home,1681.0,Grup B,Analista,1.0,False,,,18.7,68.5,7.209797297297297,,medium,medium,30-44,True,7.0,1798.67,840.5,26.26,1,33.0
Alba,Navarro Vila,96854901V,Espanya,Màlaga,24.0,4.0,1993.0,Dona,1641.0,Grup B,Tècnic IT,0.0,,,,15.0,68.5,7.209797297297297,,medium,medium,30-44,False,5.5,1731.26,1641.0,25.27,1,33.0
Martina,Colombo,95065651E,Itàlia,Roma,30.0,4.0,1986.0,Dona,1750.0,Grup B,Administratiu/va,0.0,True,59507.0,8.0,16.0,78.0,7.6,Mediterrani,high,high,30-44,False,6.0,1855.0,1750.0,23.78,1,40.0
Sergio,Ramos Gómez,82890984V,Espanya,Girona,14.0,3.0,1990.0,Dona,1549.0,Grup B,Tècnic IT,2.0,,,,15.3,66.0,6.8,Mediterrani,low,low,30-44,True,6.5,1649.68,516.33,25.0,1,36.0
Alexia,Muñoz,97446634Y,Espanya,Murcia,10.0,1.0,1989.0,Home,2000.0,Grup B,Administratiu/va,0.0,True,48621.0,0.5,18.9,60.0,6.5,Mediterrani,low,low,30-44,False,5.0,2100.0,2000.0,35.0,1,37.0
Guillem,Pérez Serra,33889703P,Espanya,Girona,2.0,2.0,1963.0,Dona,1306.0,Grup B,Analista junior,0.0,True,27526.0,25.0,13.2,66.0,6.8,Mediterrani,low,low,60+,False,5.5,1377.83,1306.0,20.88,1,63.0
,Vila,84500200G,Espanya,Alacant,28.0,9.0,1958.0,Dona,1713.0,Grup B,Analista junior,0.0,,,,17.23428571428571,68.0,7.0,Mediterrani,low,low,60+,False,5.5,1807.22,1713.0,26.58,1,68.0
Marc,Ramos Gómez,34341456K,Espanya,Valladolid,4.0,4.0,1974.0,Home,1734.0,Grup B,Analista,1.0,True,80000.0,4.7,14.4,64.0,6.7,Continental,low,low,45-59,True,7.5,1864.05,867.0,29.13,1,52.0
Jonas,Becker Wagner,71021210R,Alemanya,Frankfurt,16.0,7.0,1981.0,Dona,1363.0,Grup B,Analista,0.0,False,,,11.5,80.0,8.3,Continental,high,high,45-59,False,7.0,1458.41,1363.0,18.23,1,45.0
Noa,Ribera,64471218B,Espanya,A Coruña,17.0,4.0,1982.0,Dona,1650.0,Grup B,Administratiu/va,0.0,True,62723.0,5.0,15.5,69.0,7.1,Oceànic,medium,medium,30-44,False,5.5,1740.75,1650.0,25.23,1,44.0
Sara,Torres,88762521T,Espanya,Zaragoza,15.0,11.0,1987.0,Dona,1734.0,Grup B,Cap de projecte,2.0,False,,,12.1,68.0,7.0,Continental,low,low,30-44,True,6.5,1846.71,578.0,27.16,1,39.0
Irene,Soler,52127291B,Espanya,Madrid,16.0,3.0,1993.0,Home,1761.0,Grup B,Analista senior,0.0,True,80000.0,10.5,15.4,75.0,8.0,Continental,high,high,30-44,False,6.0,1866.66,1761.0,24.89,1,33.0
,Puig Roca,31743203X,Espanya,Valladolid,3.0,2.0,1983.0,Prefereix no contestar,2257.0,Grup B,Analista senior,0.0,False,,,42.0,64.0,6.7,Continental,low,low,30-44,False,5.0,2369.85,2257.0,37.03,1,43.0
Nil,Puig Gil,59094606J,Espanya,Las Palmas de Gran Canaria,10.0,8.0,1963.0,Dona,1446.0,Grup B,Cap de projecte,0.0,,,,22.0,62.0,6.8,Subtropical,low,low,60+,False,5.5,1525.53,1446.0,24.61,1,63.0
Jordi,Sánchez,14497675Y,Espanya,Murcia,8.0,8.0,1982.0,Dona,1379.0,Grup B,Responsable de vendes,4.0,False,,,19.7,60.0,6.5,Mediterrani,low,low,30-44,True,6.5,1468.64,275.8,24.48,2,44.0
Jordi,Costa,18501586K,Espanya,Alacant,24.0,6.0,1973.0,Dona,1899.0,Grup B,Tècnic IT,0.0,False,,,16.6,68.0,7.0,Mediterrani,low,low,45-59,False,6.0,2012.94,1899.0,29.6,1,53.0
Chiara,Esposito,62156850K,Itàlia,Roma,27.0,11.0,1994.0,Prefereix no contestar,1893.0,Grup B,Responsable de vendes,1.0,True,80000.0,25.0,15.1,78.0,7.6,Mediterrani,high,high,30-44,True,7.5,2034.98,946.5,26.09,1,32.0
,,53579429S,Espanya,Bilbao,3.0,12.0,1971.0,Dona,1819.0,Grup B,Analista,1.0,True,30000.0,13.4,13.2,72.0,7.8,Oceànic,medium,high,45-59,True,7.5,1955.42,909.5,27.16,1,55.0
Hugo,Puig Domènech,24935479D,Espanya,Sevilla,23.0,6.0,1958.0,Home,1617.0,Grup B,Responsable de vendes,1.0,False,,,21.0,65.0,7.0,Mediterrani,low,low,60+,True,7.0,1730.19,808.5,26.62,1,68.0
Jordi,,18067834D,Espanya,Valladolid,6.0,5.0,1960.0,Dona,2184.0,Grup B,Analista senior,0.0,,,,15.0,64.0,6.7,Continental,low,low,60+,False,5.5,2304.12,2184.0,36.0,1,66.0
Marta,,61096850Q,Espanya,Valladolid,8.0,7.0,1999.0,Home,1701.0,Grup B,Analista junior,1.0,,,,13.702777777777778,64.0,6.7,Continental,low,low,18-29,True,5.5,1794.55,850.5,28.04,1,27.0
Irene,Ramos,66013532F,Espanya,Girona,8.0,11.0,1998.0,Home,1696.0,Grup B,Analista,0.0,,,,11.6,66.0,6.8,Mediterrani,low,low,18-29,False,4.0,1763.84,1696.0,26.72,0,28.0
Laia,Romero,37223861Y,Espanya,Sevilla,8.0,7.0,1975.0,Dona,1758.0,Grup B,Analista junior,0.0,True,80000.0,25.0,19.0,65.0,7.0,Mediterrani,low,low,45-59,False,6.0,1863.48,1758.0,28.67,1,51.0
Simone,Esposito,82191574N,Itàlia,Roma,17.0,4.0,1960.0,Dona,1726.0,Grup B,Analista,3.0,False,,,15.0,78.0,7.6,Mediterrani,high,high,60+,True,8.0,1864.08,431.5,23.9,2,66.0
Laura,Meyer,95103759B,Alemanya,Frankfurt,15.0,12.0,1965.0,Home,1631.0,Grup B,Analista junior,0.0,False,,,-10.0,80.0,8.3,Continental,high,high,60+,False,6.5,1737.02,1631.0,21.71,1,61.0
Tim,Schäfer Wolf,37226295T,Alemanya,Berlin,5.0,2.0,1969.0,Dona,2099.0,Grup B,Cap de projecte,0.0,,,,8.1,76.0,8.5,Continental,high,high,45-59,False,7.0,2245.93,2099.0,29.55,1,57.0
Hugo,Vila Ramos,27409802L,Espanya,Zaragoza,30.0,6.0,1997.0,Home,2044.0,Grup B,Analista,1.0,False,,,17.3,68.0,7.0,Continental,low,low,18-29,True,5.5,2156.42,1022.0,31.71,1,29.0
,Costa,95564277Y,Espanya,Sevilla,18.0,6.0,1979.0,Home,1400.0,Grup B,Analista,1.0,True,80000.0,6.2,17.5,65.0,7.0,Mediterrani,low,low,45-59,True,7.5,1505.0,700.0,23.15,1,47.0
Nicolas,David,71823092V,França,Nantes,21.0,3.0,1988.0,Home,1666.0,Grup B,Administratiu/va,0.0,True,,,13.1,74.36363636363636,7.615909090909091,,high,high,30-44,False,6.0,1765.96,1666.0,23.75,1,38.0
,,74781956Q,Espanya,Màlaga,1.0,9.0,1986.0,Dona,1813.0,Grup B,Analista,1.0,,,,17.4,68.5,7.209797297297297,,medium,medium,30-44,True,7.0,1939.91,906.5,28.32,1,40.0
Felix,Schmidt Weber,29693143K,Alemanya,Stuttgart,25.0,1.0,1998.0,Dona,1569.0,Grup B,Analista,0.0,False,,,7.0,79.0,7.9,Continental,high,high,18-29,False,5.0,1647.45,1569.0,20.85,0,28.0
Pol,Roca Vidal,45486562A,Espanya,Palma,21.0,1.0,1980.0,Dona,1568.0,Grup B,Analista,0.0,,,,15.7,73.0,7.2,Mediterrani,medium,medium,45-59,False,6.5,1669.92,1568.0,22.88,1,46.0
Hugo,López Costa,26346394E,Espanya,Barcelona,21.0,10.0,1971.0,Dona,1237.0,Grup B,Analista junior,0.0,,,,17.3,78.0,8.5,Mediterrani,high,high,45-59,False,7.0,1323.59,1237.0,16.97,1,55.0
Oriol,Torres Vila,10443906N,Espanya,Tarragona,8.0,9.0,1962.0,Dona,1632.0,Grup B,Responsable de vendes,1.0,True,0.0,,15.1,67.0,6.9,Mediterrani,low,low,60+,True,7.0,1746.24,816.0,26.06,1,64.0
Giorgio,Esposito,24271532A,Itàlia,Roma,27.0,2.0,1995.0,Dona,1895.0,Grup B,Responsable de vendes,3.0,,,,17.1,78.0,7.6,Mediterrani,high,high,30-44,True,7.5,2037.12,473.75,26.12,2,31.0
Noa,Costa Gómez,10969588M,Espanya,Murcia,1.0,2.0,1989.0,Dona,1682.0,Grup B,Analista,0.0,True,80000.0,11.4,18.2,60.0,6.5,Mediterrani,low,low,30-44,False,5.0,1766.1,1682.0,29.44,1,37.0
Élise,Dubois,84854623F,França,Nice,1.0,7.0,1980.0,Dona,1594.0,Grup B,Analista senior,0.0,,,,17.2,74.36363636363636,7.615909090909091,,high,high,45-59,False,7.0,1705.58,1594.0,22.94,1,46.0
,,89551741H,Espanya,València,15.0,12.0,1973.0,Dona,1778.0,Grup B,Administratiu/va,2.0,,,,16.6,70.0,7.5,Mediterrani,medium,medium,45-59,True,8.0,1920.24,592.67,27.43,1,53.0
Chloé,David,91796786Z,França,Toulouse,7.0,3.0,1985.0,Home,1454.0,Grup B,Analista,0.0,True,4103.0,0.5,13.1,74.36363636363636,7.615909090909091,,high,high,30-44,False,6.0,1541.24,1454.0,20.73,1,41.0
Marc,Vidal,28605786E,Espanya,Palma,25.0,8.0,1987.0,Dona,1968.0,Grup B,Cap de projecte,1.0,,,,13.8,73.0,7.2,Mediterrani,medium,medium,30-44,True,7.0,2105.76,984.0,28.85,1,39.0
Alexia,Fernández Moreno,87862305E,Espanya,Girona,16.0,11.0,1965.0,Home,1738.0,Grup B,Analista senior,4.0,True,20000.0,6.7,16.5,66.0,6.8,Mediterrani,low,low,60+,True,7.0,1859.66,347.6,28.18,2,61.0
Claudia,Roca,22684736L,Espanya,Bilbao,25.0,3.0,1998.0,Home,1723.0,Grup B,Analista,3.0,,,,13.3,72.0,7.8,Oceànic,medium,high,18-29,True,5.5,1817.76,430.75,25.25,2,28.0
Adrià,,43958759R,Espanya,Tarragona,4.0,8.0,1961.0,Home,1247.0,Grup B,Analista junior,1.0,True,14109.0,,16.394871794871793,67.0,6.9,Mediterrani,low,low,60+,True,7.0,1334.29,623.5,19.91,1,65.0
Núria,Ruiz,19342782S,Espanya,Murcia,28.0,4.0,1985.0,Dona,1678.0,Grup B,Administratiu/va,0.0,False,,,17.5,60.0,6.5,Mediterrani,low,low,30-44,False,5.0,1761.9,1678.0,29.36,1,41.0
Ilaria,Rizzo,50513220Q,Itàlia,Milano,27.0,11.0,1962.0,Dona,2094.0,Grup B,Cap de projecte,1.0,,,,15.1,80.0,7.5,Continental,high,medium,60+,True,8.5,2271.99,1047.0,28.4,1,64.0
Joana,,96046825G,Espanya,Palma,15.0,11.0,1969.0,Dona,1724.0,Grup B,Analista,2.0,,,,-10.0,73.0,7.2,Mediterrani,medium,medium,45-59,True,8.0,1861.92,574.67,25.51,1,57.0
Nil,Ferrer,48949039P,Espanya,Murcia,1.0,3.0,1984.0,Dona,1730.0,Grup B,Analista senior,0.0,True,87108.0,25.0,18.9,60.0,6.5,Mediterrani,low,low,30-44,False,5.0,1816.5,1730.0,30.28,1,42.0
Alejandro,Fernández,17453784W,Espanya,A Coruña,26.0,6.0,1976.0,Dona,1403.0,Grup B,Tècnic IT,0.0,True,30000.0,12.9,11.1,69.0,7.1,Oceànic,medium,medium,45-59,False,6.5,1494.2,1403.0,21.66,1,50.0
Pol,Casals,99324622A,Espanya,Zaragoza,12.0,3.0,1996.0,Home,1668.0,Grup B,Administratiu/va,0.0,False,,,13.9,68.0,7.0,Continental,low,low,30-44,False,5.0,1751.4,1668.0,25.76,1,30.0
David,López,22681476Z,Espanya,Barcelona,14.0,7.0,1990.0,Dona,2094.0,Grup B,Cap de projecte,4.0,True,27752.0,,15.7,78.0,8.5,Mediterrani,high,high,30-44,True,7.5,2251.05,418.8,28.86,2,36.0
Núria,Costa,20498581L,Espanya,Valladolid,6.0,4.0,1969.0,Prefereix no contestar,1577.0,Grup B,Cap de projecte,1.0,,,,11.7,64.0,6.7,Continental,low,low,45-59,True,7.5,1695.28,788.5,26.49,1,57.0
David,,95320264M,Espanya,Las Palmas de Gran Canaria,25.0,6.0,1991.0,Dona,1675.0,Grup B,Analista,0.0,True,80000.0,7.4,21.9,62.0,6.8,Subtropical,low,low,30-44,False,5.0,1758.75,1675.0,28.37,1,35.0
Nil,Vidal,85913174E,Espanya,Palma,19.0,12.0,1973.0,Dona,1851.0,Grup B,Analista senior,0.0,,,,19.8,73.0,7.2,Mediterrani,medium,medium,45-59,False,6.5,1971.31,1851.0,27.0,1,53.0
Sara,Fernández,67135430J,Espanya,Las Palmas de Gran Canaria,23.0,3.0,1964.0,Dona,1261.0,Grup B,Analista junior,1.0,,,,25.1,62.0,6.8,Subtropical,low,low,60+,True,7.0,1349.27,630.5,21.76,1,62.0
Claudia,Roca,53649791W,Espanya,València,28.0,3.0,1986.0,Home,1724.0,Grup B,Tècnic IT,0.0,,,,18.3,70.0,7.5,Mediterrani,medium,medium,30-44,False,5.5,1818.82,1724.0,25.98,1,40.0
Carlos,Costa,45079216E,Espanya,Zaragoza,21.0,6.0,2001.0,Dona,1591.0,Grup B,Responsable de vendes,0.0,,,,10.9,68.0,7.0,Continental,low,low,18-29,False,4.0,1654.64,1591.0,24.33,0,25.0
Camille,Martin,62719526V,França,Nice,16.0,12.0,2002.0,Home,1887.0,Grup B,Analista junior,4.0,False,,,17.7,74.36363636363636,7.615909090909091,,high,high,18-29,True,6.5,2009.66,377.4,27.02,2,24.0
Laia,Ribera,52445278T,Espanya,Tarragona,15.0,9.0,1984.0,Dona,1800.0,Grup B,Tècnic IT,0.0,True,80000.0,5.7,15.1,67.0,6.9,Mediterrani,low,low,30-44,False,5.0,1890.0,1800.0,28.21,1,42.0
Núria,,85062345R,Espanya,Tarragona,2.0,11.0,1964.0,Home,1916.0,Grup B,Cap de projecte,1.0,,,,16.1,67.0,6.9,Mediterrani,low,low,60+,True,7.0,2050.12,958.0,30.6,1,62.0
