Nom,Cognoms,DNI,País d'origen,Ciutat,Dia de Naixement,Mes de Naixement,Any de Naixement,Gènere,Salari mensual,Grup Professional,Càrrec,Nombre_fills,Te_cotxe,Km_anuals,Consum_mitja_L_100km,Temperatura_mitjana_ciutat,Cost_vida_index,Transport_public_score,Clima_tipus,cost_vida_categoria,transport_categoria,franja_edat,te_fills,increment_percent,salari_ajustat,index_dependencia_familiar,ratio_salari_cost_vida,etapa_vital,Edat
Adrià,Ferrer,64830300Z,Espanya,Barcelona,10.0,5.0,1987.0,Home,927.0,Grup A,Cap de projecte,,True,116927.0,12.0,38.0,78.0,8.5,Mediterrani,high,high,30-44,False,7.5,996.52,,12.78,1,39.0
Alba,Vidal,75007200B,Espanya,Bilbao,18.0,8.0,1967.0,Home,1014.0,Grup A,Administratiu/va,2.0,True,50000.0,0.5,14.1,72.0,7.8,Oceànic,medium,high,45-59,True,9.0,1105.26,338.0,15.35,1,59.0
Laia,Puig,57287718F,Espanya,Girona,20.0,4.0,1976.0,Dona,1438.0,Grup A,Analista senior,0.0,,,,12.9,66.0,6.8,Mediterrani,low,low,45-59,False,7.5,1545.85,1438.0,23.42,1,50.0
Hugo,Ribera,18484847C,Espanya,Barcelona,21.0,4.0,1997.0,Dona,1032.0,Grup A,Responsable de vendes,1.0,False,,,16.793617021276596,78.0,8.5,Mediterrani,high,high,18-29,True,8.0,1114.56,516.0,14.29,1,29.0
Pol,Casals,14180968R,Espanya,Barcelona,21.0,8.0,1977.0,Dona,1112.0,Grup A,Responsable de vendes,,True,114730.0,25.0,17.1,78.0,8.5,Mediterrani,high,high,45-59,False,8.5,1206.52,,15.47,1,49.0
Sergio,,64362516T,Espanya,Murcia,4.0,5.0,1984.0,Dona,1021.0,Grup A,Administratiu/va,1.0,,,,18.9,60.0,6.5,Mediterrani,low,low,30-44,True,8.0,1102.68,510.5,18.38,1,42.0
Nil,Ferrer Moreno,25304396Q,Espanya,Murcia,21.0,9.0,1962.0,Home,1156.0,Grup A,Analista senior,0.0,True,60856.0,7.3,17.8,60.0,6.5,Mediterrani,low,low,60+,False,7.0,1236.92,1156.0,20.62,1,64.0
Pau,Costa,15505975Z,Espanya,Murcia,26.0,9.0,1995.0,Dona,1242.0,Grup A,Analista senior,1.0,False,,,19.4,60.0,6.5,Mediterrani,low,low,30-44,True,8.0,1341.36,621.0,22.36,1,31.0
Felix,Wagner Weber,82446804Q,Alemanya,Stuttgart,17.0,2.0,1976.0,Dona,1251.0,Grup A,Analista,0.0,,,,10.2,79.0,7.9,Continental,high,high,45-59,False,8.5,1357.34,1251.0,17.18,1,50.0
Giorgio,De Luca,64953237H,Itàlia,Milano,25.0,7.0,1991.0,Dona,956.0,Grup A,Analista junior,0.0,,,,16.4,80.0,7.5,Continental,high,medium,30-44,False,8.0,1032.48,956.0,12.91,1,35.0
Adrià,Ramos,50818905M,Espanya,València,5.0,9.0,1965.0,Dona,1156.0,Grup A,Analista,0.0,False,,,17.448148148148146,70.0,7.5,Mediterrani,medium,medium,60+,False,7.5,1242.7,1156.0,17.75,1,61.0
Manon,Laurent,45899440Z,França,Lille,4.0,8.0,1973.0,Dona,1092.0,Grup A,Analista senior,2.0,,,,11.9,71.0,7.3,Continental,medium,medium,45-59,True,9.5,1195.74,364.0,16.84,1,53.0
Marc,Sánchez Ribera,16072331N,Espanya,Barcelona,12.0,7.0,1981.0,Home,827.0,Grup A,Analista,1.0,,,,18.4,78.0,8.5,Mediterrani,high,high,45-59,True,10.0,909.7,413.5,11.66,1,45.0
Maja,Berg Johnsen,50308572Q,Noruega,Bergen,24.0,2.0,2000.0,Dona,1133.0,Grup A,Cap de projecte,0.0,False,,,-5.0,85.0,8.8,Oceànic,high,high,18-29,False,6.5,1206.64,1133.0,14.2,0,26.0
Noa,Ferrer,14237322H,Espanya,Las Palmas de Gran Canaria,8.0,11.0,1967.0,Dona,878.0,Grup A,Analista junior,0.0,,,,38.0,62.0,6.8,Subtropical,low,low,45-59,False,7.5,943.85,878.0,15.22,1,59.0
Carlos,Gil Soler,71694994V,Espanya,Las Palmas de Gran Canaria,6.0,6.0,1982.0,Prefereix no contestar,1163.0,Grup A,Administratiu/va,0.0,True,,,21.0,62.0,6.8,Subtropical,low,low,30-44,False,6.5,1238.6,1163.0,19.98,1,44.0
Joana,Torres Muñoz,26357665H,Espanya,Girona,10.0,5.0,2004.0,Dona,1008.0,Grup A,Tècnic IT,,,,,18.1,66.0,6.8,Mediterrani,low,low,18-29,False,5.5,1063.44,,16.11,1,22.0
Aina,Ferrer,85432781E,Espanya,Valladolid,30.0,5.0,1992.0,Dona,1436.0,Grup A,Cap de projecte,1.0,True,65983.0,11.7,15.9,64.0,6.7,Continental,low,low,30-44,True,8.0,1550.88,718.0,24.23,1,34.0
Guillem,Sánchez,51738753E,Espanya,Barcelona,30.0,9.0,2001.0,Dona,1164.0,Grup A,Analista junior,2.0,False,,,18.0,78.0,8.5,Mediterrani,high,high,18-29,True,8.0,1257.12,388.0,16.12,1,25.0
Claudia,Navarro,85686878R,Espanya,Alacant,15.0,7.0,1990.0,Home,1086.0,Grup A,Responsable de vendes,1.0,,,,16.9,68.0,7.0,Mediterrani,low,low,30-44,True,8.0,1172.88,543.0,17.25,1,36.0
Marco,Romano,10466177T,Itàlia,Firenze,8.0,12.0,1966.0,Home,1455.0,Grup A,Cap de projecte,2.0,False,,,16.6,77.0,7.1,Continental,high,medium,60+,True,10.0,1600.5,485.0,20.79,1,60.0
Carlos,,12176998P,Espanya,Alacant,5.0,12.0,1972.0,Home,918.0,Grup A,Tècnic IT,0.0,,,,17.23428571428571,68.0,7.0,Mediterrani,low,low,45-59,False,7.5,986.85,918.0,14.51,1,54.0
Pol,Roca,28784915V,Espanya,Palma,6.0,6.0,2004.0,Dona,1075.0,Grup A,Analista,0.0,,,,17.5,73.0,7.2,Mediterrani,medium,medium,18-29,False,6.0,1139.5,1075.0,15.61,0,22.0
,Puig Pérez,57572279P,Espanya,Zaragoza,9.0,9.0,1997.0,Dona,1100.0,Grup A,Tècnic IT,0.0,True,20000.0,6.1,16.8,68.0,7.0,Continental,low,low,18-29,False,5.5,1160.5,1100.0,17.07,0,29.0
Irene,Pujol Roca,57756170V,Espanya,A Coruña,8.0,8.0,1986.0,Home,1268.0,Grup A,Tècnic IT,1.0,True,80000.0,12.7,15.9,69.0,7.1,Oceànic,medium,medium,30-44,True,8.5,1375.78,634.0,19.94,1,40.0
Hannah,Schäfer Weber,90253323S,Alemanya,Leipzig,15.0,2.0,1982.0,Home,1438.0,Grup A,Tècnic IT,3.0,,,,13.7,70.0,7.2,Continental,medium,medium,30-44,True,8.5,1560.23,359.5,22.29,2,44.0
Alexia,Ruiz,85594147C,Espanya,Madrid,2.0,10.0,1999.0,Dona,993.0,Grup A,Tècnic IT,2.0,,,,17.8,75.0,8.0,Continental,high,high,18-29,True,8.0,1072.44,331.0,14.3,1,27.0
Núria,Muñoz Pujol,56300738T,Espanya,Sevilla,5.0,9.0,2002.0,Dona,1240.0,Grup A,Responsable de vendes,0.0,False,,,21.2,65.0,7.0,Mediterrani,low,low,18-29,False,5.5,1308.2,1240.0,20.13,0,24.0
Maja,Eriksen,69314812J,Noruega,Stavanger,20.0,2.0,1975.0,Dona,1244.0,Grup A,Responsable de vendes,4.0,,,,5.8,87.95454545454545,9.036363636363637,,high,high,45-59,True,10.0,1368.4,248.8,15.56,2,51.0
Sara,Sánchez Vila,49922369L,Espanya,Zaragoza,23.0,11.0,1969.0,Prefereix no contestar,810.0,Grup A,Analista junior,3.0,,,,15.6,68.0,7.0,Continental,low,low,45-59,True,9.0,882.9,202.5,12.98,2,57.0
,,71380637H,Espanya,Barcelona,6.0,5.0,1992.0,Home,932.0,Grup A,Responsable de vendes,0.0,True,106611.0,10.1,14.7,78.0,8.5,Mediterrani,high,high,30-44,False,7.5,1001.9,932.0,12.84,1,34.0
Aina,Muñoz,88909809E,Espanya,Palma,7.0,4.0,1965.0,Dona,1082.0,Grup A,Administratiu/va,0.0,True,,,18.3,73.0,7.2,Mediterrani,medium,medium,60+,False,7.5,1163.15,1082.0,15.93,1,61.0
Emilia,Klein,83458776H,Alemanya,Düsseldorf,11.0,5.0,1978.0,Dona,1058.0,Grup A,Cap de projecte,0.0,False,,,14.8,77.87878787878788,8.036363636363635,,high,high,45-59,False,8.5,1147.93,1058.0,14.74,1,48.0
Xavier,Romero,28792245A,Espanya,València,4.0,2.0,1971.0,Dona,1019.0,Grup A,Tècnic IT,1.0,,,,17.0,70.0,7.5,Mediterrani,medium,medium,45-59,True,9.5,1115.8,509.5,15.94,1,55.0
Pau,,18115992N,Espanya,Tarragona,30.0,1.0,1971.0,Dona,1327.0,Grup A,Cap de projecte,0.0,,,,16.8,67.0,6.9,Mediterrani,low,low,45-59,False,7.5,1426.52,1327.0,21.29,1,55.0
Marina,Ramos,63811222W,Espanya,Màlaga,2.0,9.0,1972.0,Dona,1215.0,Grup A,Responsable de vendes,0.0,False,,,19.9,68.5,7.209797297297297,,medium,medium,45-59,False,8.0,1312.2,1215.0,19.16,1,54.0
Léa,Roux,41272427V,França,Nice,1.0,7.0,1958.0,Home,997.0,Grup A,Administratiu/va,4.0,,,,19.0,74.36363636363636,7.615909090909091,,high,high,60+,True,9.5,1091.71,199.4,14.68,2,68.0
Marco,Rossi Ricci,94597104C,Itàlia,Torino,22.0,6.0,1983.0,Prefereix no contestar,771.0,Grup A,Analista junior,4.0,True,23728.0,25.0,12.5,74.0,7.2,Continental,high,medium,30-44,True,9.5,844.24,154.2,11.41,2,43.0
Marina,Ruiz,62133188B,Espanya,València,19.0,4.0,1961.0,Dona,1062.0,Grup A,Analista,0.0,False,,,16.8,70.0,7.5,Mediterrani,medium,medium,60+,False,7.5,1141.65,1062.0,16.31,1,65.0
Anna,Torres,41222178L,Espanya,Tarragona,2.0,2.0,1960.0,Dona,891.0,Grup A,Analista senior,2.0,True,23206.0,12.7,18.1,67.0,6.9,Mediterrani,low,low,60+,True,8.5,966.74,297.0,14.43,1,66.0
Marta,López Soler,53299069G,Espanya,Murcia,10.0,6.0,1964.0,Dona,1106.0,Grup A,Analista,0.0,,,,17.4,60.0,6.5,Mediterrani,low,low,60+,False,7.0,1183.42,1106.0,19.72,1,62.0
Pau,Domènech,45596211Y,Espanya,Alacant,1.0,8.0,1979.0,Home,1132.0,Grup A,Analista senior,0.0,,,,16.8,68.0,7.0,Mediterrani,low,low,45-59,False,7.5,1216.9,1132.0,17.9,1,47.0
Élise,Fournier,91512791J,França,Nantes,6.0,11.0,1985.0,Dona,861.0,Grup A,Analista,0.0,False,,,12.6,74.36363636363636,7.615909090909091,,high,high,30-44,False,7.5,925.58,861.0,12.45,1,41.0
Luca,Gallo Ferrari,74468586Y,Itàlia,Torino,20.0,11.0,2000.0,Dona,1357.71,Grup A,Analista junior,0.0,False,,,14.4,74.0,7.2,Continental,high,medium,18-29,False,7.0,1452.75,1357.71,19.63,0,26.0
Thomas,Lefebvre Garcia,40365724P,França,Marseille,9.0,8.0,1986.0,Dona,975.0,Grup A,Analista,1.0,,,,14.1,72.0,7.4,Mediterrani,medium,medium,30-44,True,8.5,1057.88,487.5,14.69,1,40.0
Adrià,Pérez Vidal,23554707D,Espanya,Madrid,19.0,2.0,1964.0,Dona,844.0,Grup A,Administratiu/va,,False,,,15.7,75.0,8.0,Continental,high,high,60+,False,8.0,911.52,,12.15,1,62.0
Anna,Ribera Ruiz,59988144T,Espanya,Zaragoza,29.0,5.0,1988.0,Dona,845.0,Grup A,Administratiu/va,0.0,True,50000.0,0.5,12.8,68.0,7.0,Continental,low,low,30-44,False,6.5,899.92,845.0,13.23,1,38.0
Carlos,Puig,17543817Q,Espanya,Palma,27.0,6.0,1991.0,Dona,1086.0,Grup A,Analista,0.0,True,5776.0,13.6,14.4,73.0,7.2,Mediterrani,medium,medium,30-44,False,7.0,1162.02,1086.0,15.92,1,35.0
Marie,Petit,97454571J,França,Marseille,9.0,4.0,2001.0,Dona,1298.0,Grup A,Analista,0.0,,,,17.4,72.0,7.4,Mediterrani,medium,medium,18-29,False,6.0,1375.88,1298.0,19.11,0,25.0
Oriol,López Hernández,97438349D,Espanya,Madrid,21.0,5.0,1975.0,Dona,1405.0,Grup A,Cap de projecte,0.0,,,,18.1,75.0,8.0,Continental,high,high,45-59,False,8.5,1524.42,1405.0,20.33,1,51.0
Anna,Moreno,51216287J,Espanya,Valladolid,28.0,12.0,1972.0,Home,1014.0,Grup A,Administratiu/va,1.0,,,,11.5,64.0,6.7,Continental,low,low,45-59,True,9.0,1105.26,507.0,17.27,1,54.0
Anna,Fernández,65446317R,Espanya,Palma,10.0,9.0,1982.0,Dona,1767.07,Grup A,Cap de projecte,2.0,False,,,17.26734693877551,73.0,7.2,Mediterrani,medium,medium,30-44,True,8.5,1917.27,589.02,26.26,1,44.0
Alexia,Gómez,68211760C,Espanya,Tarragona,20.0,3.0,1963.0,Home,1407.0,Grup A,Tècnic IT,2.0,True,104603.0,9.6,15.1,67.0,6.9,Mediterrani,low,low,60+,True,8.5,1526.6,469.0,22.79,1,63.0
Aina,,33448079R,Espanya,Alacant,27.0,2.0,1961.0,Home,1366.0,Grup A,Cap de projecte,1.0,True,,,17.23428571428571,68.0,7.0,Mediterrani,low,low,60+,True,8.5,1482.11,683.0,21.8,1,65.0
Marina,,74188958J,Espanya,València,28.0,12.0,1982.0,Dona,1800.0,Grup A,Analista,1.0,,,,13.6,70.0,7.5,Mediterrani,medium,medium,30-44,True,8.5,1953.0,900.0,27.9,1,44.0
Alexia,Muñoz,75514730A,Espanya,Zaragoza,16.0,3.0,2004.0,Home,822.0,Grup A,Tècnic IT,1.0,,,,16.3,68.0,7.0,Continental,low,low,18-29,True,7.0,879.54,411.0,12.93,1,22.0
Marc,Moreno,98813650F,Espanya,Valladolid,14.0,2.0,1997.0,Home,1281.0,Grup A,Responsable de vendes,0.0,True,99990.0,11.8,11.2,64.0,6.7,Continental,low,low,18-29,False,5.5,1351.46,1281.0,21.12,0,29.0
Nil,Ribera,55748676B,Espanya,Valladolid,31.0,8.0,2000.0,Dona,1156.0,Grup A,Analista,0.0,False,,,12.9,64.0,6.7,Continental,low,low,18-29,False,5.5,1219.58,1156.0,19.06,0,26.0
Adrià,,70465703Z,Espanya,Tarragona,25.0,2.0,1995.0,Dona,833.0,Grup A,Analista,0.0,False,,,15.2,67.0,6.9,Mediterrani,low,low,30-44,False,6.5,887.14,833.0,13.24,1,31.0
Leon,Zimmermann,30777669R,Alemanya,Hamburg,30.0,12.0,1987.0,Dona,1048.0,Grup A,Analista,0.0,,,,9.9,78.0,8.1,Oceànic,high,high,30-44,False,7.5,1126.6,1048.0,14.44,1,39.0
Sergio,Torres,30454105H,Espanya,Sevilla,19.0,12.0,1977.0,Dona,1207.0,Grup A,Administratiu/va,2.0,,,,22.5,65.0,7.0,Mediterrani,low,low,45-59,True,9.0,1315.63,402.33,20.24,1,49.0
Marc,Ramos,89193333Y,Espanya,Barcelona,25.0,7.0,1995.0,Dona,1026.0,Grup A,Analista,0.0,,,,16.9,78.0,8.5,Mediterrani,high,high,30-44,False,7.5,1102.95,1026.0,14.14,1,31.0
Claudia,Pujol Torres,10161088K,Espanya,Las Palmas de Gran Canaria,27.0,9.0,1996.0,Home,946.0,Grup A,Tècnic IT,0.0,False,,,22.7,62.0,6.8,Subtropical,low,low,30-44,False,6.5,1007.49,946.0,16.25,1,30.0
Elena,Bianchi Ricci,82978342J,Itàlia,Milano,20.0,5.0,1963.0,Dona,1290.0,Grup A,Cap de projecte,1.0,True,80000.0,25.0,14.9,80.0,7.5,Continental,high,medium,60+,True,10.0,1419.0,645.0,17.74,1,63.0
Julien,Petit,16986408M,França,Marseille,23.0,10.0,1993.0,Dona,722.0,Grup A,Cap de projecte,,False,,,10.4,72.0,7.4,Mediterrani,medium,medium,30-44,False,7.0,772.54,,10.73,1,33.0
Hugo,Roca,33524492C,Espanya,Zaragoza,31.0,1.0,1996.0,Home,1007.0,Grup A,Responsable de vendes,0.0,,,,8.6,68.0,7.0,Continental,low,low,30-44,False,6.5,1072.46,1007.0,15.77,1,30.0
Marina,Sánchez,10889014V,Espanya,Tarragona,20.0,8.0,2000.0,Home,987.0,Grup A,Analista,0.0,,,,16.2,67.0,6.9,Mediterrani,low,low,18-29,False,5.5,1041.28,987.0,15.54,0,26.0
Alejandro,,56612335N,Espanya,A Coruña,17.0,1.0,1992.0,Dona,940.0,Grup A,Analista,1.0,True,26866.0,,13.9,69.0,7.1,Oceànic,medium,medium,30-44,True,8.5,1019.9,470.0,14.78,1,34.0
Oriol,Costa Gómez,59970552B,Espanya,Bilbao,23.0,7.0,1971.0,Dona,1800.0,Grup A,Tècnic IT,0.0,,,,17.3,72.0,7.8,Oceànic,medium,high,45-59,False,7.5,1935.0,1800.0,26.88,1,55.0
,Ferrer Casals,94644676Q,Espanya,València,5.0,8.0,1984.0,Home,854.0,Grup A,Administratiu/va,0.0,True,80000.0,0.5,13.9,70.0,7.5,Mediterrani,medium,medium,30-44,False,7.0,913.78,854.0,13.05,1,42.0
Alessandro,Barbieri,87424000H,Itàlia,Napoli,19.0,5.0,2001.0,Dona,946.0,Grup A,Analista,0.0,False,,,15.3,65.0,6.5,Mediterrani,low,low,18-29,False,5.5,998.03,946.0,15.35,0,25.0
Irene,,80698159M,Espanya,Alacant,5.0,3.0,1998.0,Dona,1132.0,Grup A,Analista,0.0,True,70000.0,25.0,17.7,68.0,7.0,Mediterrani,low,low,18-29,False,5.5,1194.26,1132.0,17.56,0,28.0
Noa,Ferrer,28337367D,Espanya,Bilbao,6.0,2.0,1970.0,Home,1072.0,Grup A,Analista junior,0.0,True,5252.0,,10.3,72.0,7.8,Oceànic,medium,high,45-59,False,7.5,1152.4,1072.0,16.01,1,56.0
Alessandro,Ferrari Giordano,76893545B,Itàlia,Roma,26.0,5.0,1984.0,Home,822.0,Grup A,Responsable de vendes,0.0,False,,,19.9,78.0,7.6,Mediterrani,high,high,30-44,False,7.5,883.65,822.0,11.33,1,42.0
Claudia,Sánchez Roca,99482259Y,Espanya,Las Palmas de Gran Canaria,28.0,1.0,1981.0,Dona,781.0,Grup A,Analista junior,1.0,True,20000.0,7.8,18.4,62.0,6.8,Subtropical,low,low,45-59,True,9.0,851.29,390.5,13.73,1,45.0
Léa,Vincent Laurent,90353461V,França,Nice,28.0,5.0,1987.0,Dona,1027.0,Grup A,Analista,0.0,,,,15.9,74.36363636363636,7.615909090909091,,high,high,30-44,False,7.5,1104.02,1027.0,14.85,1,39.0
Marta,Casals,19447334D,Espanya,Murcia,2.0,9.0,1975.0,Home,1268.0,Grup A,Analista junior,0.0,,,,14.4,60.0,6.5,Mediterrani,low,low,45-59,False,7.5,1363.1,1268.0,22.72,1,51.0
David,Moreno,53412847L,Espanya,Màlaga,27.0,7.0,1998.0,Home,1073.0,Grup A,Analista senior,0.0,False,,,22.1,68.5,7.209797297297297,,medium,medium,18-29,False,6.0,1137.38,1073.0,16.6,0,28.0
Jordi,Roca,52857940V,Espanya,Alacant,2.0,9.0,1977.0,Home,1183.0,Grup A,Analista,0.0,,,,18.4,68.0,7.0,Mediterrani,low,low,45-59,False,7.5,1271.72,1183.0,18.7,1,49.0
Nil,Moreno,57232974B,Espanya,Las Palmas de Gran Canaria,22.0,6.0,1959.0,Dona,1001.0,Grup A,Cap de projecte,0.0,False,,,20.0,62.0,6.8,Subtropical,low,low,60+,False,7.0,1071.07,1001.0,17.28,1,67.0
Alejandro,,29482024C,Espanya,Murcia,30.0,7.0,1966.0,Dona,1147.0,Grup A,Analista,3.0,True,65950.0,,20.0,60.0,6.5,Mediterrani,low,low,60+,True,8.5,1244.49,286.75,20.74,2,60.0
Chiara,Colombo Ferrari,46831833X,Itàlia,Milano,3.0,9.0,1969.0,Dona,1144.0,Grup A,Tècnic IT,1.0,False,,,11.9,80.0,7.5,Continental,high,medium,45-59,True,10.5,1264.12,572.0,15.8,1,57.0
Camille,Fournier,52746321P,França,Lyon,18.0,6.0,1992.0,Home,1261.0,Grup A,Analista,3.0,False,,,8.1,74.0,7.6,Continental,high,high,30-44,True,9.0,1374.49,315.25,18.57,2,34.0
Pau,Romero Serra,69839130L,Espanya,Barcelona,27.0,11.0,1995.0,Home,1110.0,Grup A,Administratiu/va,0.0,False,,,12.2,78.0,8.5,Mediterrani,high,high,30-44,False,7.5,1193.25,1110.0,15.3,1,31.0
Zoé,Thomas Dubois,89260394J,França,Marseille,13.0,8.0,1992.0,Home,1777.14,Grup A,Analista senior,2.0,,,,20.6,72.0,7.4,Mediterrani,medium,medium,30-44,True,8.5,1928.2,592.38,26.78,1,34.0
,Moreno,87066247S,Espanya,A Coruña,3.0,11.0,2000.0,Prefereix no contestar,940.0,Grup A,Analista junior,0.0,False,,,13.0,69.0,7.1,Oceànic,medium,medium,18-29,False,6.0,996.4,940.0,14.44,0,26.0
Adrià,Serra,92072899Q,Espanya,Alacant,1.0,10.0,1963.0,Home,1292.0,Grup A,Tècnic IT,0.0,,,,18.2,68.0,7.0,Mediterrani,low,low,60+,False,7.0,1382.44,1292.0,20.33,1,63.0
Camille,Durand Vincent,64496780N,França,Bordeaux,13.0,12.0,1978.0,Dona,1117.0,Grup A,Tècnic IT,4.0,False,,,12.7,73.0,7.2,Oceànic,medium,medium,45-59,True,9.5,1223.12,223.4,16.76,2,48.0
Camille,Dubois,28223512W,França,Marseille,14.0,11.0,1989.0,Prefereix no contestar,1057.0,Grup A,Analista,0.0,False,,,12.9,72.0,7.4,Mediterrani,medium,medium,30-44,False,7.0,1130.99,1057.0,15.71,1,37.0
Elena,Moretti Giordano,46138183J,Itàlia,Torino,17.0,12.0,1973.0,Dona,1023.0,Grup A,Administratiu/va,4.0,True,80000.0,25.0,17.7,74.0,7.2,Continental,high,medium,45-59,True,10.5,1130.42,204.6,15.28,2,53.0
Pol,Sánchez,59629263M,Espanya,Barcelona,15.0,11.0,1967.0,Home,1116.0,Grup A,Cap de projecte,0.0,True,113059.0,0.5,18.9,78.0,8.5,Mediterrani,high,high,45-59,False,8.5,1210.86,1116.0,15.52,1,59.0
Marc,Romero Puig,81169409K,Espanya,Las Palmas de Gran Canaria,11.0,11.0,1982.0,Dona,1026.0,Grup A,Analista,0.0,False,,,21.5,62.0,6.8,Subtropical,low,low,30-44,False,6.5,1092.69,1026.0,17.62,1,44.0
Ilaria,Colombo,11419753K,Itàlia,Napoli,18.0,6.0,1969.0,Dona,724.0,Grup A,Analista,4.0,,,,19.7,65.0,6.5,Mediterrani,low,low,45-59,True,9.0,789.16,144.8,12.14,2,57.0
Chiara,Greco,75297400W,Itàlia,Genova,12.0,12.0,1998.0,Dona,785.0,Grup A,Responsable de vendes,0.0,True,65950.0,,16.1,72.0,6.9,Mediterrani,medium,low,18-29,False,6.5,836.02,785.0,11.61,0,28.0
Federico,Esposito Rizzo,87758465F,Itàlia,Roma,5.0,9.0,2001.0,Dona,1027.0,Grup A,Analista junior,0.0,,,,14.5,78.0,7.6,Mediterrani,high,high,18-29,False,6.5,1093.75,1027.0,14.02,0,25.0
Carmen,Ribera Gómez,32808354H,Espanya,Màlaga,29.0,10.0,1998.0,Dona,1179.0,Grup A,Analista senior,0.0,False,,,19.3,68.5,7.209797297297297,,medium,medium,18-29,False,6.0,1249.74,1179.0,18.24,0,28.0
David,Ribera Costa,18808386Y,Espanya,Murcia,26.0,12.0,2001.0,Dona,1250.0,Grup A,Responsable de vendes,0.0,True,100054.0,8.8,20.9,60.0,6.5,Mediterrani,low,low,18-29,False,5.5,1318.75,1250.0,21.98,0,25.0
Xavier,Pérez,35375292W,Espanya,Las Palmas de Gran Canaria,10.0,1.0,1999.0,Prefereix no contestar,871.0,Grup A,Analista,3.0,False,,,18.8,62.0,6.8,Subtropical,low,low,18-29,True,7.0,931.97,217.75,15.03,2,27.0
Nil,Vidal Casals,59915883D,Espanya,Palma,16.0,4.0,1974.0,Dona,886.0,Grup A,Analista,1.0,True,56135.0,25.0,21.2,73.0,7.2,Mediterrani,medium,medium,45-59,True,9.5,970.17,443.0,13.29,1,52.0
Chiara,Lombardi,70187134V,Itàlia,Torino,12.0,3.0,1980.0,Home,795.0,Grup A,Analista,0.0,False,,,-5.0,74.0,7.2,Continental,high,medium,45-59,False,9.0,866.55,795.0,11.71,1,46.0
Nil,Pujol,69338400X,Espanya,Alacant,24.0,10.0,1967.0,Dona,1079.0,Grup A,Analista junior,0.0,,,,17.8,68.0,7.0,Mediterrani,low,low,45-59,False,7.5,1159.92,1079.0,17.06,1,59.0
Nil,Torres,45255913D,Espanya,A Coruña,5.0,1.0,1959.0,Dona,1276.0,Grup A,Responsable de vendes,0.0,False,,,-5.0,69.0,7.1,Oceànic,medium,medium,60+,False,7.5,1371.7,1276.0,19.88,1,67.0
